Both Sensors Readings
Current Time,Temperature (C),Gas (ohm),Humidity (%),Pressure (hPa),Altitude (m),PM1.0 (standard),PM2.5 (standard),PM10 (standard),PM1.0 (env),PM2.5 (env),PM10 (env),Particles >0.3um,Particles >0.5um,Particles >1.0um,Particles >2.5um,Particles >5.0um,Particles >10um
2025-02-21 16:27:41,24.600703125,144148,37.09859961740824,1009.9192405437072,27.767827929501863,1,3,3,1,3,3,435,121,20,3,0,0
2025-02-21 16:27:42,24.5919140625,145273,37.074191202604254,1009.9236890992066,27.73069185542782,1,3,3,1,3,3,435,121,20,3,0,0
2025-02-21 16:27:43,24.5731640625,145906,37.042905419399446,1009.9289190909813,27.687032602793998,1,3,3,1,3,3,435,121,20,3,0,0
2025-02-21 16:27:44,24.5673046875,146544,37.04819433085704,1009.9330349036558,27.65267449289962,1,2,2,1,2,2,417,110,16,3,0,0
2025-02-21 16:27:45,24.5610546875,146801,37.071082200449645,1009.9330511286065,27.65253904997356,1,2,2,1,2,2,417,110,16,3,0,0
2025-02-21 16:27:46,24.5407421875,148757,37.092555942245845,1009.9339658575819,27.644903062293828,1,2,2,1,2,2,417,110,16,3,0,0
2025-02-21 16:27:46,24.5315625,150629,37.10339193115932,1009.929133043898,27.685246557143813,1,3,3,1,3,3,450,117,17,3,0,0
2025-02-21 16:27:47,24.522578125,151037,37.108367208928094,1009.9315286827759,27.665248157559045,1,3,3,1,3,3,450,117,17,3,0,0
2025-02-21 16:27:48,24.495625,150901,37.076251773275125,1009.935260441211,27.634096128052533,1,3,3,1,3,3,450,117,17,3,0,0
2025-02-21 16:27:49,24.4856640625,151447,37.0752488561799,1009.9412170390299,27.58437174379755,2,3,3,2,3,3,477,127,19,3,0,0
2025-02-21 16:27:50,24.4743359375,151037,37.197617427848165,1009.9380053283858,27.611182376864953,2,3,3,2,3,3,477,127,19,3,0,0
2025-02-21 16:27:51,24.4454296875,149021,37.388971465518985,1009.9367720116928,27.621477843638985,2,3,3,2,3,3,477,127,19,3,0,0
2025-02-21 16:27:52,24.44640625,143654,37.64257608874064,1009.9366621143068,27.622395244260115,2,3,3,2,3,3,477,129,20,3,0,0
2025-02-21 16:27:52,24.4596875,142432,38.31802495918129,1009.9362027744668,27.62622971898169,2,3,3,2,3,3,477,129,20,3,0,0
2025-02-21 16:27:53,24.4583203125,139467,39.227132245475374,1009.9184042567143,27.774809180277693,2,3,3,2,3,3,477,129,20,3,0,0
2025-02-21 16:27:54,24.473359375,136623,40.17317655978191,1009.9156742606989,27.797598981143846,1,3,3,1,3,3,489,129,20,3,0,0
2025-02-21 16:27:55,24.5001171875,131373,41.42188904773455,1009.9098949775055,27.84584416599324,1,3,3,1,3,3,489,129,20,3,0,0
2025-02-21 16:27:56,24.5352734375,127280,43.22394419509746,1009.8990197861323,27.936630359280123,1,3,3,1,3,3,489,129,20,3,0,0
2025-02-21 16:27:57,24.5591015625,129444,44.89014372076977,1009.8849309917238,28.05424491602651,2,3,3,2,3,3,459,129,16,3,0,0
2025-02-21 16:27:58,24.5997265625,128254,46.35076847420179,1009.8606477915513,28.256966431904356,2,3,3,2,3,3,459,129,16,3,0,0
2025-02-21 16:27:58,24.6036328125,129644,47.8131147399195,1009.8360328295914,28.462461596730915,2,3,3,2,3,3,459,129,16,3,0,0
2025-02-21 16:27:59,24.597578125,132831,48.78109054164594,1009.8070226482483,28.704654949350765,2,3,3,2,3,3,459,126,14,3,0,0
2025-02-21 16:28:00,24.585859375,134863,49.354514854577424,1009.784180294572,28.895359763026633,2,3,3,2,3,3,459,126,14,3,0,0
2025-02-21 16:28:01,24.571796875,131890,49.885026950814265,1009.7591868497278,29.104027474039256,2,3,3,2,3,3,459,126,14,3,0,0
2025-02-21 16:28:02,24.5690625,131064,50.52676996303687,1009.747756822689,29.199456992638527,2,3,3,2,3,3,480,129,14,3,0,0
2025-02-21 16:28:03,24.573359375,130452,51.22282612879572,1009.7358746877333,29.298662096296752,2,3,3,2,3,3,480,129,14,3,0,0
2025-02-21 16:28:04,24.564765625,131064,52.0803360624967,1009.7251093621658,29.388543665607607,2,3,3,2,3,3,480,129,14,3,0,0
2025-02-21 16:28:04,24.564765625,131167,52.743042198237845,1009.7130240959362,29.489446572773787,2,3,3,2,3,3,501,136,15,3,0,0
2025-02-21 16:28:05,24.57921875,130249,53.37771169944708,1009.6920473345609,29.664589116145823,2,3,3,2,3,3,501,136,15,3,0,0
2025-02-21 16:28:06,24.5798046875,129644,54.07108489595096,1009.6671191561095,29.872727296277755,2,3,3,2,3,3,501,136,15,3,0,0
2025-02-21 16:28:07,24.5919140625,131270,54.631815261552134,1009.6319034734795,30.16676822977159,2,3,3,2,3,3,501,132,14,0,0,0
2025-02-21 16:28:08,24.6091015625,130553,55.11004730938534,1009.6102658967943,30.34743995945974,2,3,3,2,3,3,501,132,14,0,0,0
2025-02-21 16:28:09,24.596015625,131786,55.506797036608596,1009.5903454543009,30.51377655210625,2,3,3,2,3,3,501,132,14,0,0,0
2025-02-21 16:28:10,24.5880078125,132411,55.65617442324995,1009.5770988292957,30.62438793906239,2,3,3,2,3,3,486,132,18,1,0,0
2025-02-21 16:28:11,24.596015625,132831,55.74239669715642,1009.5420023419068,30.91745476969081,2,3,3,2,3,3,486,132,18,1,0,0
